Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Imp Vol","20D His Vol"
$SPX|20210621|3500.00WP,$SPX,"3,500.00",-15.78%,5.70,5.90,6.10,5.80,5.80,unch,1,0,0.00,33.24%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|3525.00WP,$SPX,"3,525.00",-15.18%,6.20,6.40,6.60,0.00,0.00,unch,0,0,0.00,32.69%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3550.00WP,$SPX,"3,550.00",-14.58%,6.70,6.90,7.10,0.00,0.00,unch,0,0,0.00,31.99%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3575.00WP,$SPX,"3,575.00",-13.98%,7.20,7.45,7.70,0.00,0.00,unch,0,0,0.00,31.30%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3600.00WP,$SPX,"3,600.00",-13.38%,7.90,8.10,8.30,8.15,8.15,unch,3,0,0.00,30.68%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|3625.00WP,$SPX,"3,625.00",-12.77%,8.60,8.85,9.10,0.00,0.00,unch,0,0,0.00,30.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3650.00WP,$SPX,"3,650.00",-12.17%,9.40,9.65,9.90,0.00,0.00,unch,0,0,0.00,29.34%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3675.00WP,$SPX,"3,675.00",-11.57%,10.20,10.50,10.80,0.00,0.00,unch,0,0,0.00,28.67%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3700.00WP,$SPX,"3,700.00",-10.97%,11.20,11.50,11.80,12.07,12.07,unch,82,0,0.00,28.02%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|3725.00WP,$SPX,"3,725.00",-10.37%,12.30,12.60,12.90,13.22,13.22,unch,5,0,0.00,27.37%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|3750.00WP,$SPX,"3,750.00",-9.77%,13.50,13.80,14.10,0.00,0.00,unch,0,0,0.00,26.71%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3775.00WP,$SPX,"3,775.00",-9.16%,14.90,15.20,15.50,0.00,0.00,unch,0,0,0.00,26.07%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3800.00WP,$SPX,"3,800.00",-8.56%,16.40,16.75,17.10,17.30,17.30,unch,14,0,0.00,25.43%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|3825.00WP,$SPX,"3,825.00",-7.96%,18.10,18.50,18.90,18.00,18.00,unch,1,0,0.00,24.79%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|3850.00WP,$SPX,"3,850.00",-7.36%,20.00,20.40,20.80,18.85,18.85,unch,80,0,0.00,24.12%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|3875.00WP,$SPX,"3,875.00",-6.76%,22.10,22.50,22.90,0.00,0.00,unch,0,0,0.00,23.45%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3900.00WP,$SPX,"3,900.00",-6.16%,24.50,24.85,25.20,0.00,0.00,unch,0,0,0.00,22.76%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3925.00WP,$SPX,"3,925.00",-5.56%,27.10,27.50,27.90,0.00,0.00,unch,0,0,0.00,22.08%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3950.00WP,$SPX,"3,950.00",-4.95%,30.00,30.40,30.80,30.40,30.40,unch,30,0,0.00,21.36%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|3960.00WP,$SPX,"3,960.00",-4.71%,31.20,31.70,32.20,31.50,31.50,unch,23,0,0.00,21.03%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|3970.00WP,$SPX,"3,970.00",-4.47%,32.50,33.00,33.50,0.00,0.00,unch,0,0,0.00,20.79%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3975.00WP,$SPX,"3,975.00",-4.35%,33.20,33.60,34.00,0.00,0.00,unch,0,0,0.00,20.62%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3980.00WP,$SPX,"3,980.00",-4.23%,33.90,34.35,34.80,0.00,0.00,unch,0,0,0.00,20.48%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|3990.00WP,$SPX,"3,990.00",-3.99%,35.30,35.75,36.20,0.00,0.00,unch,0,0,0.00,20.18%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4000.00WP,$SPX,"4,000.00",-3.75%,36.70,37.15,37.60,38.58,38.58,unch,3,0,0.00,19.85%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4010.00WP,$SPX,"4,010.00",-3.51%,38.30,38.80,39.30,38.10,38.10,unch,1,0,0.00,19.57%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4020.00WP,$SPX,"4,020.00",-3.27%,39.90,40.40,40.90,41.33,41.33,unch,2,0,0.00,19.25%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4025.00WP,$SPX,"4,025.00",-3.15%,40.70,41.15,41.60,0.00,0.00,unch,0,0,0.00,19.07%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4030.00WP,$SPX,"4,030.00",-3.03%,41.50,42.05,42.60,42.96,42.96,unch,2,0,0.00,18.92%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4040.00WP,$SPX,"4,040.00",-2.79%,43.30,43.85,44.40,0.00,0.00,unch,0,0,0.00,18.60%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4050.00WP,$SPX,"4,050.00",-2.55%,45.20,45.65,46.10,47.38,47.38,unch,101,0,0.00,18.26%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4060.00WP,$SPX,"4,060.00",-2.31%,47.10,47.65,48.20,49.60,49.60,unch,12,0,0.00,17.94%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4070.00WP,$SPX,"4,070.00",-2.07%,49.10,49.65,50.20,50.07,50.07,unch,3,0,0.00,17.69%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4075.00WP,$SPX,"4,075.00",-1.95%,50.20,50.65,51.10,48.85,48.85,unch,6,0,0.00,17.41%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4080.00WP,$SPX,"4,080.00",-1.83%,51.30,51.85,52.40,54.02,54.02,unch,97,0,0.00,17.27%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4090.00WP,$SPX,"4,090.00",-1.58%,53.50,54.10,54.70,54.19,54.19,unch,3,0,0.00,16.94%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4100.00WP,$SPX,"4,100.00",-1.34%,56.00,56.55,57.10,56.90,56.90,unch,14,0,0.00,16.66%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4110.00WP,$SPX,"4,110.00",-1.10%,58.50,59.10,59.70,54.83,54.83,unch,14,0,0.00,16.24%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4120.00WP,$SPX,"4,120.00",-0.86%,61.00,61.80,62.60,58.32,58.32,unch,17,0,0.00,15.89%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4125.00WP,$SPX,"4,125.00",-0.74%,62.50,63.20,63.90,64.23,64.23,unch,13,0,0.00,15.71%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4130.00WP,$SPX,"4,130.00",-0.62%,63.90,64.65,65.40,65.12,65.12,unch,1,0,0.00,15.63%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4140.00WP,$SPX,"4,140.00",-0.38%,67.00,67.75,68.50,66.30,66.30,unch,167,0,0.00,15.19%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4150.00WP,$SPX,"4,150.00",-0.14%,70.60,71.15,71.70,69.82,69.82,unch,38,0,0.00,14.87%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4160.00WP,$SPX,"4,160.00",+0.10%,73.80,74.55,75.30,72.85,72.85,unch,1,0,0.00,14.50%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4170.00WP,$SPX,"4,170.00",+0.34%,77.50,78.30,79.10,76.55,76.55,unch,2,0,0.00,14.16%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4175.00WP,$SPX,"4,175.00",+0.46%,79.80,80.40,81.00,81.01,81.01,unch,"1,785",0,0.00,14.01%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4180.00WP,$SPX,"4,180.00",+0.58%,81.50,82.30,83.10,83.27,83.27,unch,64,0,0.00,13.81%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4190.00WP,$SPX,"4,190.00",+0.82%,85.80,86.60,87.40,78.23,78.23,unch,1,0,0.00,13.48%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4200.00WP,$SPX,"4,200.00",+1.06%,90.40,91.20,92.00,93.68,93.68,unch,6,0,0.00,13.15%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4210.00WP,$SPX,"4,210.00",+1.30%,95.20,96.05,96.90,0.00,0.00,unch,0,0,0.00,12.81%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4220.00WP,$SPX,"4,220.00",+1.54%,100.50,101.30,102.10,92.38,92.38,unch,2,0,0.00,12.49%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4225.00WP,$SPX,"4,225.00",+1.66%,103.20,104.00,104.80,107.36,107.36,unch,5,0,0.00,12.32%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4230.00WP,$SPX,"4,230.00",+1.78%,106.00,106.80,107.60,101.75,101.75,unch,80,0,0.00,12.16%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4240.00WP,$SPX,"4,240.00",+2.02%,111.90,112.70,113.50,108.56,108.56,unch,2,0,0.00,11.84%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4250.00WP,$SPX,"4,250.00",+2.27%,118.10,118.90,119.70,122.03,122.03,unch,7,0,0.00,11.51%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4260.00WP,$SPX,"4,260.00",+2.51%,124.70,125.50,126.30,0.00,0.00,unch,0,0,0.00,11.19%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4275.00WP,$SPX,"4,275.00",+2.87%,135.30,136.05,136.80,129.67,129.67,unch,4,0,0.00,10.71%,Put,31,06/21/21,05/21/21,15.25%,13.72%
$SPX|20210621|4300.00WP,$SPX,"4,300.00",+3.47%,154.50,155.20,155.90,0.00,0.00,unch,0,0,0.00,9.82%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4325.00WP,$SPX,"4,325.00",+4.07%,175.40,176.10,176.80,0.00,0.00,unch,0,0,0.00,8.61%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4350.00WP,$SPX,"4,350.00",+4.67%,194.90,198.65,202.40,0.00,0.00,unch,0,0,0.00,10.50%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4375.00WP,$SPX,"4,375.00",+5.27%,220.00,223.15,226.30,0.00,0.00,unch,0,0,0.00,10.65%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4400.00WP,$SPX,"4,400.00",+5.87%,243.10,246.70,250.30,0.00,0.00,unch,0,0,0.00,10.54%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4425.00WP,$SPX,"4,425.00",+6.48%,266.20,269.95,273.70,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4450.00WP,$SPX,"4,450.00",+7.08%,292.10,295.65,299.20,0.00,0.00,unch,0,0,0.00,10.05%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4475.00WP,$SPX,"4,475.00",+7.68%,315.40,319.15,322.90,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4500.00WP,$SPX,"4,500.00",+8.28%,340.10,343.85,347.60,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4525.00WP,$SPX,"4,525.00",+8.88%,366.40,370.00,373.60,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4550.00WP,$SPX,"4,550.00",+9.48%,389.80,393.55,397.30,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4600.00WP,$SPX,"4,600.00",+10.69%,439.80,443.55,447.30,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4650.00WP,$SPX,"4,650.00",+11.89%,489.70,493.45,497.20,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4700.00WP,$SPX,"4,700.00",+13.09%,539.50,543.25,547.00,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4800.00WP,$SPX,"4,800.00",+15.50%,639.40,643.15,646.90,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|4900.00WP,$SPX,"4,900.00",+17.91%,739.40,743.15,746.90,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|5000.00WP,$SPX,"5,000.00",+20.31%,841.20,844.55,847.90,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|5100.00WP,$SPX,"5,100.00",+22.72%,940.50,944.15,947.80,0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|5200.00WP,$SPX,"5,200.00",+25.12%,"1,039.20","1,042.95","1,046.70",0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|5300.00WP,$SPX,"5,300.00",+27.53%,"1,139.20","1,142.95","1,146.70",0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|5400.00WP,$SPX,"5,400.00",+29.94%,"1,239.20","1,242.95","1,246.70",0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|5500.00WP,$SPX,"5,500.00",+32.34%,"1,339.20","1,342.95","1,346.70",0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|5600.00WP,$SPX,"5,600.00",+34.75%,"1,439.10","1,442.85","1,446.60",0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|5800.00WP,$SPX,"5,800.00",+39.56%,"1,639.10","1,642.85","1,646.60",0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|6000.00WP,$SPX,"6,000.00",+44.37%,"1,838.90","1,842.65","1,846.40",0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
$SPX|20210621|6200.00WP,$SPX,"6,200.00",+49.19%,"2,038.90","2,042.65","2,046.40",0.00,0.00,unch,0,0,0.00,0.00%,Put,31,06/21/21,N/A,15.25%,13.72%
"Downloaded from Barchart.com as of 05-22-2021 08:41am CDT"
