Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Imp Vol","20D His Vol"
$SPX|20210917|1200.00WC,$SPX,"1,200.00",+71.13%,"2,937.80","2,941.55","2,945.30",0.00,0.00,unch,0,0,0.00,92.77%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1300.00WC,$SPX,"1,300.00",+68.72%,"2,838.10","2,841.75","2,845.40",0.00,0.00,unch,0,0,0.00,87.60%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1400.00WC,$SPX,"1,400.00",+66.31%,"2,738.50","2,742.25","2,746.00",0.00,0.00,unch,0,0,0.00,83.55%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1450.00WC,$SPX,"1,450.00",+65.11%,"2,688.70","2,692.45","2,696.20",0.00,0.00,unch,0,0,0.00,81.46%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1500.00WC,$SPX,"1,500.00",+63.91%,"2,638.90","2,642.65","2,646.40",0.00,0.00,unch,0,0,0.00,79.42%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1550.00WC,$SPX,"1,550.00",+62.70%,"2,589.10","2,592.75","2,596.40",0.00,0.00,unch,0,0,0.00,77.23%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1600.00WC,$SPX,"1,600.00",+61.50%,"2,539.40","2,543.00","2,546.60",0.00,0.00,unch,0,0,0.00,75.39%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1650.00WC,$SPX,"1,650.00",+60.30%,"2,489.60","2,493.35","2,497.10",0.00,0.00,unch,0,0,0.00,73.78%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1700.00WC,$SPX,"1,700.00",+59.09%,"2,441.50","2,445.25","2,449.00",0.00,0.00,unch,0,0,0.00,74.66%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1750.00WC,$SPX,"1,750.00",+57.89%,"2,392.30","2,396.05","2,399.80",0.00,0.00,unch,0,0,0.00,73.54%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1800.00WC,$SPX,"1,800.00",+56.69%,"2,342.50","2,346.25","2,350.00",0.00,0.00,unch,0,0,0.00,71.59%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1850.00WC,$SPX,"1,850.00",+55.48%,"2,292.90","2,296.65","2,300.40",0.00,0.00,unch,0,0,0.00,69.93%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1900.00WC,$SPX,"1,900.00",+54.28%,"2,241.20","2,244.90","2,248.60",0.00,0.00,unch,0,0,0.00,65.57%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|1950.00WC,$SPX,"1,950.00",+53.08%,"2,191.60","2,195.25","2,198.90",0.00,0.00,unch,0,0,0.00,64.03%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2000.00WC,$SPX,"2,000.00",+51.88%,"2,143.50","2,147.25","2,151.00",0.00,0.00,unch,0,0,0.00,64.42%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2050.00WC,$SPX,"2,050.00",+50.67%,"2,094.40","2,098.15","2,101.90",0.00,0.00,unch,0,0,0.00,63.38%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2100.00WC,$SPX,"2,100.00",+49.47%,"2,044.80","2,048.55","2,052.30",0.00,0.00,unch,0,0,0.00,61.81%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2125.00WC,$SPX,"2,125.00",+48.87%,"2,018.20","2,021.80","2,025.40",0.00,0.00,unch,0,0,0.00,59.10%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2150.00WC,$SPX,"2,150.00",+48.27%,"1,995.30","1,999.05","2,002.80","2,035.00","2,035.00",unch,1,1,1.00,60.35%,Call,119,09/17/21,05/10/21,15.25%,13.72%
$SPX|20210917|2175.00WC,$SPX,"2,175.00",+47.66%,"1,970.30","1,974.05","1,977.80",0.00,0.00,unch,0,0,0.00,59.40%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2200.00WC,$SPX,"2,200.00",+47.06%,"1,945.30","1,949.05","1,952.80",0.00,0.00,unch,0,0,0.00,58.46%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2225.00WC,$SPX,"2,225.00",+46.46%,"1,921.10","1,924.85","1,928.60",0.00,0.00,unch,0,0,0.00,58.22%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2250.00WC,$SPX,"2,250.00",+45.86%,"1,896.10","1,899.85","1,903.60",0.00,0.00,unch,0,0,0.00,57.29%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2275.00WC,$SPX,"2,275.00",+45.26%,"1,871.60","1,875.35","1,879.10",0.00,0.00,unch,0,0,0.00,56.78%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2300.00WC,$SPX,"2,300.00",+44.66%,"1,846.90","1,850.65","1,854.40",0.00,0.00,unch,0,0,0.00,56.10%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2325.00WC,$SPX,"2,325.00",+44.05%,"1,822.20","1,825.95","1,829.70",0.00,0.00,unch,0,0,0.00,55.41%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2350.00WC,$SPX,"2,350.00",+43.45%,"1,797.50","1,801.25","1,805.00",0.00,0.00,unch,0,0,0.00,54.73%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2375.00WC,$SPX,"2,375.00",+42.85%,"1,772.40","1,776.15","1,779.90",0.00,0.00,unch,0,0,0.00,53.77%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2400.00WC,$SPX,"2,400.00",+42.25%,"1,747.70","1,751.45","1,755.20",0.00,0.00,unch,0,0,0.00,53.09%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2425.00WC,$SPX,"2,425.00",+41.65%,"1,723.50","1,727.25","1,731.00",0.00,0.00,unch,0,0,0.00,52.76%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2450.00WC,$SPX,"2,450.00",+41.05%,"1,698.50","1,702.25","1,706.00",0.00,0.00,unch,0,0,0.00,51.88%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2475.00WC,$SPX,"2,475.00",+40.45%,"1,673.80","1,677.55","1,681.30",0.00,0.00,unch,0,0,0.00,51.21%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2500.00WC,$SPX,"2,500.00",+39.84%,"1,649.70","1,653.45","1,657.20",0.00,0.00,unch,0,0,0.00,50.91%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2525.00WC,$SPX,"2,525.00",+39.24%,"1,623.20","1,626.80","1,630.40",0.00,0.00,unch,0,0,0.00,49.00%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2550.00WC,$SPX,"2,550.00",+38.64%,"1,600.00","1,603.75","1,607.50",0.00,0.00,unch,0,0,0.00,49.36%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2575.00WC,$SPX,"2,575.00",+38.04%,"1,575.90","1,579.65","1,583.40",0.00,0.00,unch,0,0,0.00,49.03%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2600.00WC,$SPX,"2,600.00",+37.44%,"1,551.40","1,555.15","1,558.90",0.00,0.00,unch,0,0,0.00,48.46%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2625.00WC,$SPX,"2,625.00",+36.84%,"1,526.80","1,530.55","1,534.30",0.00,0.00,unch,0,0,0.00,47.82%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2650.00WC,$SPX,"2,650.00",+36.23%,"1,503.50","1,505.85","1,508.20",0.00,0.00,unch,0,0,0.00,47.14%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2675.00WC,$SPX,"2,675.00",+35.63%,"1,479.00","1,481.35","1,483.70",0.00,0.00,unch,0,0,0.00,46.55%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2700.00WC,$SPX,"2,700.00",+35.03%,"1,454.50","1,456.85","1,459.20",0.00,0.00,unch,0,0,0.00,45.97%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2725.00WC,$SPX,"2,725.00",+34.43%,"1,430.10","1,432.45","1,434.80",0.00,0.00,unch,0,0,0.00,45.42%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2740.00WC,$SPX,"2,740.00",+34.07%,"1,415.40","1,417.75","1,420.10",0.00,0.00,unch,0,0,0.00,45.06%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2750.00WC,$SPX,"2,750.00",+33.83%,"1,405.60","1,408.00","1,410.40",0.00,0.00,unch,0,0,0.00,44.85%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2760.00WC,$SPX,"2,760.00",+33.59%,"1,395.90","1,398.25","1,400.60",0.00,0.00,unch,0,0,0.00,44.63%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2770.00WC,$SPX,"2,770.00",+33.35%,"1,386.10","1,388.45","1,390.80",0.00,0.00,unch,0,0,0.00,44.39%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2775.00WC,$SPX,"2,775.00",+33.23%,"1,381.20","1,383.60","1,386.00",0.00,0.00,unch,0,0,0.00,44.29%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2780.00WC,$SPX,"2,780.00",+33.11%,"1,376.40","1,378.75","1,381.10",0.00,0.00,unch,0,0,0.00,44.19%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2790.00WC,$SPX,"2,790.00",+32.87%,"1,366.60","1,368.95","1,371.30",0.00,0.00,unch,0,0,0.00,43.95%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2800.00WC,$SPX,"2,800.00",+32.63%,"1,356.90","1,359.25","1,361.60",0.00,0.00,unch,0,0,0.00,43.75%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2810.00WC,$SPX,"2,810.00",+32.38%,"1,347.10","1,349.45","1,351.80",0.00,0.00,unch,0,0,0.00,43.51%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2820.00WC,$SPX,"2,820.00",+32.14%,"1,337.40","1,339.75","1,342.10",0.00,0.00,unch,0,0,0.00,43.31%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2825.00WC,$SPX,"2,825.00",+32.02%,"1,332.50","1,334.85","1,337.20",0.00,0.00,unch,0,0,0.00,43.19%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2830.00WC,$SPX,"2,830.00",+31.90%,"1,327.70","1,330.05","1,332.40",0.00,0.00,unch,0,0,0.00,43.11%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2840.00WC,$SPX,"2,840.00",+31.66%,"1,318.00","1,320.30","1,322.60",0.00,0.00,unch,0,0,0.00,42.88%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2850.00WC,$SPX,"2,850.00",+31.42%,"1,308.20","1,310.55","1,312.90",0.00,0.00,unch,0,0,0.00,42.66%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2860.00WC,$SPX,"2,860.00",+31.18%,"1,298.50","1,300.85","1,303.20",0.00,0.00,unch,0,0,0.00,42.45%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2870.00WC,$SPX,"2,870.00",+30.94%,"1,288.80","1,291.15","1,293.50",0.00,0.00,unch,0,0,0.00,42.24%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2875.00WC,$SPX,"2,875.00",+30.82%,"1,284.00","1,286.30","1,288.60",0.00,0.00,unch,0,0,0.00,42.14%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2880.00WC,$SPX,"2,880.00",+30.70%,"1,279.10","1,281.45","1,283.80",0.00,0.00,unch,0,0,0.00,42.03%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2890.00WC,$SPX,"2,890.00",+30.46%,"1,269.40","1,271.75","1,274.10",0.00,0.00,unch,0,0,0.00,41.82%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2900.00WC,$SPX,"2,900.00",+30.22%,"1,259.70","1,261.80","1,263.90",0.00,0.00,unch,0,0,0.00,41.51%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2910.00WC,$SPX,"2,910.00",+29.98%,"1,250.00","1,252.35","1,254.70",0.00,0.00,unch,0,0,0.00,41.40%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2920.00WC,$SPX,"2,920.00",+29.74%,"1,240.40","1,242.70","1,245.00",0.00,0.00,unch,0,0,0.00,41.20%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2925.00WC,$SPX,"2,925.00",+29.62%,"1,235.50","1,237.80","1,240.10",0.00,0.00,unch,0,0,0.00,41.08%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2930.00WC,$SPX,"2,930.00",+29.50%,"1,230.70","1,233.00","1,235.30",0.00,0.00,unch,0,0,0.00,40.99%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2940.00WC,$SPX,"2,940.00",+29.26%,"1,221.00","1,223.30","1,225.60",0.00,0.00,unch,0,0,0.00,40.77%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2950.00WC,$SPX,"2,950.00",+29.02%,"1,211.30","1,213.60","1,215.90",0.00,0.00,unch,0,0,0.00,40.56%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2960.00WC,$SPX,"2,960.00",+28.78%,"1,201.70","1,204.00","1,206.30",0.00,0.00,unch,0,0,0.00,40.37%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2970.00WC,$SPX,"2,970.00",+28.53%,"1,192.00","1,194.30","1,196.60",0.00,0.00,unch,0,0,0.00,40.15%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2975.00WC,$SPX,"2,975.00",+28.41%,"1,187.20","1,189.50","1,191.80",0.00,0.00,unch,0,0,0.00,40.06%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2980.00WC,$SPX,"2,980.00",+28.29%,"1,182.40","1,184.70","1,187.00",0.00,0.00,unch,0,0,0.00,39.97%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|2990.00WC,$SPX,"2,990.00",+28.05%,"1,172.70","1,175.00","1,177.30",0.00,0.00,unch,0,0,0.00,39.74%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3000.00WC,$SPX,"3,000.00",+27.81%,"1,163.10","1,165.40","1,167.70","1,117.21","1,117.21",unch,10,10,1.00,39.56%,Call,119,09/17/21,05/12/21,15.25%,13.72%
$SPX|20210917|3010.00WC,$SPX,"3,010.00",+27.57%,"1,153.50","1,155.75","1,158.00",0.00,0.00,unch,0,0,0.00,39.35%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3020.00WC,$SPX,"3,020.00",+27.33%,"1,143.90","1,146.15","1,148.40","1,169.44",1.23,+0.11%,2,1,2.00,39.16%,Call,119,09/17/21,04/26/21,15.25%,13.72%
$SPX|20210917|3025.00WC,$SPX,"3,025.00",+27.21%,"1,139.10","1,141.35","1,143.60","1,163.82","1,163.82",unch,1,1,1.00,39.06%,Call,119,09/17/21,04/16/21,15.25%,13.72%
$SPX|20210917|3030.00WC,$SPX,"3,030.00",+27.09%,"1,134.30","1,136.55","1,138.80",0.00,0.00,unch,0,0,0.00,38.96%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3040.00WC,$SPX,"3,040.00",+26.85%,"1,124.60","1,126.90","1,129.20",0.00,0.00,unch,0,0,0.00,38.75%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3050.00WC,$SPX,"3,050.00",+26.61%,"1,115.00","1,117.30","1,119.60",0.00,0.00,unch,0,0,0.00,38.55%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3060.00WC,$SPX,"3,060.00",+26.37%,"1,105.50","1,107.75","1,110.00",0.00,0.00,unch,0,0,0.00,38.37%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3070.00WC,$SPX,"3,070.00",+26.13%,"1,095.90","1,098.15","1,100.40",0.00,0.00,unch,0,0,0.00,38.17%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3075.00WC,$SPX,"3,075.00",+26.01%,"1,091.10","1,093.35","1,095.60",0.00,0.00,unch,0,0,0.00,38.07%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3080.00WC,$SPX,"3,080.00",+25.89%,"1,086.30","1,088.55","1,090.80","1,111.84","1,111.84",unch,2,2,1.00,37.96%,Call,119,09/17/21,04/26/21,15.25%,13.72%
$SPX|20210917|3090.00WC,$SPX,"3,090.00",+25.65%,"1,076.70","1,078.95","1,081.20",0.00,0.00,unch,0,0,0.00,37.76%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3100.00WC,$SPX,"3,100.00",+25.41%,"1,067.20","1,069.40","1,071.60",0.00,0.00,unch,0,0,0.00,37.57%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3110.00WC,$SPX,"3,110.00",+25.17%,"1,057.60","1,059.85","1,062.10",0.00,0.00,unch,0,0,0.00,37.38%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3120.00WC,$SPX,"3,120.00",+24.93%,"1,048.10","1,050.30","1,052.50",0.00,0.00,unch,0,0,0.00,37.18%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3125.00WC,$SPX,"3,125.00",+24.80%,"1,043.30","1,045.55","1,047.80",0.00,0.00,unch,0,0,0.00,37.09%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3130.00WC,$SPX,"3,130.00",+24.68%,"1,038.50","1,040.75","1,043.00",0.00,0.00,unch,0,0,0.00,36.99%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3140.00WC,$SPX,"3,140.00",+24.44%,"1,029.00","1,031.20","1,033.40",0.00,0.00,unch,0,0,0.00,36.79%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3150.00WC,$SPX,"3,150.00",+24.20%,"1,019.50","1,021.70","1,023.90",0.00,0.00,unch,0,0,0.00,36.60%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3160.00WC,$SPX,"3,160.00",+23.96%,"1,010.00","1,012.20","1,014.40",0.00,0.00,unch,0,0,0.00,36.42%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3170.00WC,$SPX,"3,170.00",+23.72%,"1,000.50","1,002.70","1,004.90",0.00,0.00,unch,0,0,0.00,36.23%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3175.00WC,$SPX,"3,175.00",+23.60%,995.70,997.90,"1,000.10",0.00,0.00,unch,0,0,0.00,36.12%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3180.00WC,$SPX,"3,180.00",+23.48%,991.00,993.20,995.40,0.00,0.00,unch,0,0,0.00,36.04%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3190.00WC,$SPX,"3,190.00",+23.24%,981.50,983.70,985.90,0.00,0.00,unch,0,0,0.00,35.84%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3200.00WC,$SPX,"3,200.00",+23.00%,972.10,974.25,976.40,897.50,897.50,unch,2,3,0.67,35.66%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3210.00WC,$SPX,"3,210.00",+22.76%,962.60,964.50,966.40,888.40,888.40,unch,3,3,1.00,35.40%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3220.00WC,$SPX,"3,220.00",+22.52%,953.10,955.05,957.00,879.00,-7.10,-0.80%,2,3,0.67,35.21%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3225.00WC,$SPX,"3,225.00",+22.40%,948.40,950.60,952.80,875.00,875.00,unch,1,1,1.00,35.19%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3230.00WC,$SPX,"3,230.00",+22.28%,943.70,945.85,948.00,879.10,1.60,+0.18%,3,4,0.75,35.09%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3240.00WC,$SPX,"3,240.00",+22.04%,934.30,936.45,938.60,860.40,-8.10,-0.93%,1,2,0.50,34.91%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3250.00WC,$SPX,"3,250.00",+21.80%,924.90,926.80,928.70,859.20,859.20,unch,1,2,0.50,34.67%,Call,119,09/17/21,05/12/21,15.25%,13.72%
$SPX|20210917|3260.00WC,$SPX,"3,260.00",+21.56%,915.40,917.30,919.20,0.00,0.00,unch,0,0,0.00,34.46%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3270.00WC,$SPX,"3,270.00",+21.32%,906.00,908.15,910.30,840.40,840.40,unch,1,1,1.00,34.34%,Call,119,09/17/21,05/12/21,15.25%,13.72%
$SPX|20210917|3275.00WC,$SPX,"3,275.00",+21.20%,901.40,903.50,905.60,828.60,828.60,unch,1,1,1.00,34.26%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3280.00WC,$SPX,"3,280.00",+21.08%,896.70,898.80,900.90,0.00,0.00,unch,0,0,0.00,34.17%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3290.00WC,$SPX,"3,290.00",+20.83%,887.30,889.40,891.50,857.80,857.80,unch,2,3,0.67,33.98%,Call,119,09/17/21,05/11/21,15.25%,13.72%
$SPX|20210917|3300.00WC,$SPX,"3,300.00",+20.59%,877.90,880.05,882.20,825.20,-24.60,-2.89%,2,3,0.67,33.80%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3310.00WC,$SPX,"3,310.00",+20.35%,868.60,870.70,872.80,856.70,856.70,unch,1,1,1.00,33.62%,Call,119,09/17/21,05/11/21,15.25%,13.72%
$SPX|20210917|3320.00WC,$SPX,"3,320.00",+20.11%,859.20,861.30,863.40,795.70,-40.90,-4.89%,1,2,0.50,33.42%,Call,119,09/17/21,05/12/21,15.25%,13.72%
$SPX|20210917|3325.00WC,$SPX,"3,325.00",+19.99%,854.60,856.70,858.80,805.00,805.00,unch,2,2,1.00,33.35%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3330.00WC,$SPX,"3,330.00",+19.87%,849.90,852.00,854.10,774.50,-71.30,-8.43%,1,5,0.20,33.25%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3340.00WC,$SPX,"3,340.00",+19.63%,840.60,842.70,844.80,838.60,56.80,+7.27%,1,6,0.17,33.07%,Call,119,09/17/21,05/17/21,15.25%,13.72%
$SPX|20210917|3350.00WC,$SPX,"3,350.00",+19.39%,833.00,833.45,833.90,756.90,-71.40,-8.62%,1,18,0.06,32.90%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3360.00WC,$SPX,"3,360.00",+19.15%,823.80,824.25,824.70,773.80,-48.30,-5.88%,3,10,0.30,32.74%,Call,119,09/17/21,05/19/21,15.25%,13.72%
$SPX|20210917|3370.00WC,$SPX,"3,370.00",+18.91%,814.50,814.95,815.40,811.60,-16.60,-2.00%,1,601,0.00,32.56%,Call,119,09/17/21,05/17/21,15.25%,13.72%
$SPX|20210917|3375.00WC,$SPX,"3,375.00",+18.79%,809.80,810.25,810.70,804.20,10.80,+1.36%,3,7,0.43,32.45%,Call,119,09/17/21,05/17/21,15.25%,13.72%
$SPX|20210917|3380.00WC,$SPX,"3,380.00",+18.67%,805.20,805.65,806.10,800.70,0.90,+0.11%,1,2,0.50,32.37%,Call,119,09/17/21,05/17/21,15.25%,13.72%
$SPX|20210917|3390.00WC,$SPX,"3,390.00",+18.43%,796.00,796.45,796.90,0.00,0.00,unch,0,0,0.00,32.20%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3400.00WC,$SPX,"3,400.00",+18.19%,786.70,787.15,787.60,0.00,0.00,unch,0,0,0.00,32.01%,Call,119,09/17/21,N/A,15.25%,13.72%
$SPX|20210917|3410.00WC,$SPX,"3,410.00",+17.95%,777.50,777.95,778.40,833.90,833.90,unch,2,2,1.00,31.83%,Call,119,09/17/21,05/07/21,15.25%,13.72%
$SPX|20210917|3420.00WC,$SPX,"3,420.00",+17.71%,768.30,768.75,769.20,827.80,827.80,unch,14,17,0.82,31.65%,Call,119,09/17/21,05/07/21,15.25%,13.72%
$SPX|20210917|3425.00WC,$SPX,"3,425.00",+17.59%,763.70,764.15,764.60,827.70,81.40,+10.91%,12,14,0.86,31.56%,Call,119,09/17/21,05/07/21,15.25%,13.72%
$SPX|20210917|3430.00WC,$SPX,"3,430.00",+17.47%,759.10,759.55,760.00,825.80,825.80,unch,12,13,0.92,31.47%,Call,119,09/17/21,05/07/21,15.25%,13.72%
